combination_id,product_name,Size,Printed Side,Bundling,Quantity,Printing Time,price,total_price,unit_price,qty_pieces,turnaround_days,Size_id,Printed Side_id,Bundling_id,Quantity_id,Printing Time_id,timestamp,notes
399,Flat Greeting Cards,"5"" x 7""",Front and Back,None,"10,000",3 Business Days,$849.68,$849.68,0.08497,10000,3,647,652,68504,666,669,2025-09-05T23:27:35.993990,Extracted using real API endpoints
400,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,10,3 Business Days,$33.64,$33.64,3.36400,10,3,647,652,68505,114420,669,2025-09-05T23:27:36.404165,Extracted using real API endpoints
401,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,25,3 Business Days,$52.55,$52.55,2.10200,25,3,647,652,68505,1169,669,2025-09-05T23:27:36.832683,Extracted using real API endpoints
402,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,50,3 Business Days,$84.06,$84.06,1.68120,50,3,647,652,68505,1168,669,2025-09-05T23:27:37.244871,Extracted using real API endpoints
403,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,75,3 Business Days,$113.54,$113.54,1.51387,75,3,647,652,68505,1170,669,2025-09-05T23:27:37.667435,Extracted using real API endpoints
404,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,100,3 Business Days,$143.02,$143.02,1.43020,100,3,647,652,68505,653,669,2025-09-05T23:27:38.437420,Extracted using real API endpoints
405,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,125,3 Business Days,$172.50,$172.50,1.38000,125,3,647,652,68505,1171,669,2025-09-05T23:27:38.864221,Extracted using real API endpoints
406,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,150,3 Business Days,$201.98,$201.98,1.34653,150,3,647,652,68505,654,669,2025-09-05T23:27:39.296859,Extracted using real API endpoints
407,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,175,3 Business Days,$231.46,$231.46,1.32263,175,3,647,652,68505,1172,669,2025-09-05T23:27:39.704656,Extracted using real API endpoints
408,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,200,3 Business Days,$260.94,$260.94,1.30470,200,3,647,652,68505,655,669,2025-09-05T23:27:40.118203,Extracted using real API endpoints
409,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,250,3 Business Days,$382.31,$382.31,1.52924,250,3,647,652,68505,1173,669,2025-09-05T23:27:40.521728,Extracted using real API endpoints
410,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,500,3 Business Days,$598.48,$598.48,1.19696,500,3,647,652,68505,656,669,2025-09-05T23:27:40.931267,Extracted using real API endpoints
411,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,"1,000",3 Business Days,$1030.81,$1030.81,1.03081,1000,3,647,652,68505,657,669,2025-09-05T23:27:41.352817,Extracted using real API endpoints
412,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,"2,000",3 Business Days,$1939.32,$1939.32,0.96966,2000,3,647,652,68505,658,669,2025-09-05T23:27:41.761787,Extracted using real API endpoints
413,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,"3,000",3 Business Days,$2845.15,$2845.15,0.94838,3000,3,647,652,68505,659,669,2025-09-05T23:27:42.191381,Extracted using real API endpoints
414,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,"4,000",3 Business Days,$3750.98,$3750.98,0.93775,4000,3,647,652,68505,660,669,2025-09-05T23:27:42.620133,Extracted using real API endpoints
415,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,"5,000",3 Business Days,$4656.81,$4656.81,0.93136,5000,3,647,652,68505,661,669,2025-09-05T23:27:43.034583,Extracted using real API endpoints
416,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,"6,000",3 Business Days,$5557.95,$5557.95,0.92633,6000,3,647,652,68505,662,669,2025-09-05T23:27:43.800561,Extracted using real API endpoints
417,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,"7,000",3 Business Days,$6455.08,$6455.08,0.92215,7000,3,647,652,68505,663,669,2025-09-05T23:27:44.217545,Extracted using real API endpoints
418,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,"8,000",3 Business Days,$7352.21,$7352.21,0.91903,8000,3,647,652,68505,664,669,2025-09-05T23:27:44.628295,Extracted using real API endpoints
419,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,"9,000",3 Business Days,$8249.34,$8249.34,0.91659,9000,3,647,652,68505,665,669,2025-09-05T23:27:45.054584,Extracted using real API endpoints
420,Flat Greeting Cards,"5"" x 7""",Front and Back,Shrink Wrapping,"10,000",3 Business Days,$9146.47,$9146.47,0.91465,10000,3,647,652,68505,666,669,2025-09-05T23:27:45.476133,Extracted using real API endpoints
