combination_id,product_name,Size,Paper Type,Lamination,Printed Side,Rounded Corners,Envelopes,Quantity,Printing Time,price,total_price,unit_price,qty_pieces,turnaround_days,Size_id,Paper Type_id,Lamination_id,Printed Side_id,Rounded Corners_id,Envelopes_id,Quantity_id,Printing Time_id,timestamp,notes
379,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,No,"A-2 (4.375"" x 5.75"") White","5,000",6 Business Days,$1069.66,$1069.66,0.21393,5000,6,140707,171365,140709,140711,140712,140717,140730,140732,2025-09-17T13:32:48.209229,Extracted using real API endpoints
380,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,No,"A-2 (4.375"" x 5.75"") White","10,000",6 Business Days,$2132.94,$2132.94,0.21329,10000,6,140707,171365,140709,140711,140712,140717,140731,140732,2025-09-17T13:32:48.588911,Extracted using real API endpoints
381,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,25,6 Business Days,$234.85,$234.85,9.39400,25,6,140707,171365,140709,140711,140713,140716,140722,140732,2025-09-17T13:32:48.973153,Extracted using real API endpoints
382,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,50,6 Business Days,$245.53,$245.53,4.91060,50,6,140707,171365,140709,140711,140713,140716,140723,140732,2025-09-17T13:32:49.357730,Extracted using real API endpoints
383,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,75,6 Business Days,$256.21,$256.21,3.41613,75,6,140707,171365,140709,140711,140713,140716,140724,140732,2025-09-17T13:32:49.754402,Extracted using real API endpoints
384,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,100,6 Business Days,$264.75,$264.75,2.64750,100,6,140707,171365,140709,140711,140713,140716,140725,140732,2025-09-17T13:32:50.135355,Extracted using real API endpoints
385,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,250,6 Business Days,$266.89,$266.89,1.06756,250,6,140707,171365,140709,140711,140713,140716,140726,140732,2025-09-17T13:32:50.534394,Extracted using real API endpoints
386,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,500,6 Business Days,$271.16,$271.16,0.54232,500,6,140707,171365,140709,140711,140713,140716,140727,140732,2025-09-17T13:32:50.930072,Extracted using real API endpoints
387,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,"1,000",6 Business Days,$345.86,$345.86,0.34586,1000,6,140707,171365,140709,140711,140713,140716,140728,140732,2025-09-17T13:32:51.319663,Extracted using real API endpoints
388,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,"2,500",6 Business Days,$661.87,$661.87,0.26475,2500,6,140707,171365,140709,140711,140713,140716,140729,140732,2025-09-17T13:32:51.697468,Extracted using real API endpoints
389,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,"5,000",6 Business Days,$1069.66,$1069.66,0.21393,5000,6,140707,171365,140709,140711,140713,140716,140730,140732,2025-09-17T13:32:52.071058,Extracted using real API endpoints
390,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,"10,000",6 Business Days,$2132.94,$2132.94,0.21329,10000,6,140707,171365,140709,140711,140713,140716,140731,140732,2025-09-17T13:32:52.451595,Extracted using real API endpoints
391,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White",25,6 Business Days,$234.85,$234.85,9.39400,25,6,140707,171365,140709,140711,140713,140717,140722,140732,2025-09-17T13:32:52.827581,Extracted using real API endpoints
392,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White",50,6 Business Days,$245.53,$245.53,4.91060,50,6,140707,171365,140709,140711,140713,140717,140723,140732,2025-09-17T13:32:53.216566,Extracted using real API endpoints
393,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White",75,6 Business Days,$256.21,$256.21,3.41613,75,6,140707,171365,140709,140711,140713,140717,140724,140732,2025-09-17T13:32:53.594226,Extracted using real API endpoints
394,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White",100,6 Business Days,$264.75,$264.75,2.64750,100,6,140707,171365,140709,140711,140713,140717,140725,140732,2025-09-17T13:32:53.983088,Extracted using real API endpoints
395,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White",250,6 Business Days,$266.89,$266.89,1.06756,250,6,140707,171365,140709,140711,140713,140717,140726,140732,2025-09-17T13:32:54.381760,Extracted using real API endpoints
396,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White",500,6 Business Days,$271.16,$271.16,0.54232,500,6,140707,171365,140709,140711,140713,140717,140727,140732,2025-09-17T13:32:54.756969,Extracted using real API endpoints
397,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White","1,000",6 Business Days,$345.86,$345.86,0.34586,1000,6,140707,171365,140709,140711,140713,140717,140728,140732,2025-09-17T13:32:55.130450,Extracted using real API endpoints
398,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White","2,500",6 Business Days,$661.87,$661.87,0.26475,2500,6,140707,171365,140709,140711,140713,140717,140729,140732,2025-09-17T13:32:55.514885,Extracted using real API endpoints
399,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White","5,000",6 Business Days,$1069.66,$1069.66,0.21393,5000,6,140707,171365,140709,140711,140713,140717,140730,140732,2025-09-17T13:32:55.903202,Extracted using real API endpoints
400,Silk Flat Greeting Cards,"6"" x 6""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White","10,000",6 Business Days,$2132.94,$2132.94,0.21329,10000,6,140707,171365,140709,140711,140713,140717,140731,140732,2025-09-17T13:32:56.288912,Extracted using real API endpoints
