combination_id,product_name,Size,Paper Type,Lamination,Printed Side,Rounded Corners,Envelopes,Quantity,Printing Time,price,total_price,unit_price,qty_pieces,turnaround_days,Size_id,Paper Type_id,Lamination_id,Printed Side_id,Rounded Corners_id,Envelopes_id,Quantity_id,Printing Time_id,timestamp,notes
1,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,None,25,6 Business Days,$150.68,$150.68,6.02720,25,6,140703,171365,140709,140710,140712,140716,140722,140732,2025-09-17T13:30:15.307683,Extracted using real API endpoints
2,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,None,50,6 Business Days,$159.22,$159.22,3.18440,50,6,140703,171365,140709,140710,140712,140716,140723,140732,2025-09-17T13:30:15.982265,Extracted using real API endpoints
3,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,None,75,6 Business Days,$167.77,$167.77,2.23693,75,6,140703,171365,140709,140710,140712,140716,140724,140732,2025-09-17T13:30:16.665529,Extracted using real API endpoints
4,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,None,100,6 Business Days,$173.37,$173.37,1.73370,100,6,140703,171365,140709,140710,140712,140716,140725,140732,2025-09-17T13:30:17.060910,Extracted using real API endpoints
5,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,None,250,6 Business Days,$177.60,$177.60,0.71040,250,6,140703,171365,140709,140710,140712,140716,140726,140732,2025-09-17T13:30:17.448537,Extracted using real API endpoints
6,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,None,500,6 Business Days,$185.76,$185.76,0.37152,500,6,140703,171365,140709,140710,140712,140716,140727,140732,2025-09-17T13:30:18.129928,Extracted using real API endpoints
7,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,None,"1,000",6 Business Days,$230.58,$230.58,0.23058,1000,6,140703,171365,140709,140710,140712,140716,140728,140732,2025-09-17T13:30:18.502601,Extracted using real API endpoints
8,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,None,"2,500",6 Business Days,$459.03,$459.03,0.18361,2500,6,140703,171365,140709,140710,140712,140716,140729,140732,2025-09-17T13:30:18.895679,Extracted using real API endpoints
9,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,None,"5,000",6 Business Days,$755.80,$755.80,0.15116,5000,6,140703,171365,140709,140710,140712,140716,140730,140732,2025-09-17T13:30:19.580589,Extracted using real API endpoints
10,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,None,"10,000",6 Business Days,$1462.52,$1462.52,0.14625,10000,6,140703,171365,140709,140710,140712,140716,140731,140732,2025-09-17T13:30:19.965590,Extracted using real API endpoints
11,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,"A-2 (4.375"" x 5.75"") White",25,6 Business Days,$150.68,$150.68,6.02720,25,6,140703,171365,140709,140710,140712,140717,140722,140732,2025-09-17T13:30:20.796630,Extracted using real API endpoints
12,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,"A-2 (4.375"" x 5.75"") White",50,6 Business Days,$159.22,$159.22,3.18440,50,6,140703,171365,140709,140710,140712,140717,140723,140732,2025-09-17T13:30:21.466378,Extracted using real API endpoints
13,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,"A-2 (4.375"" x 5.75"") White",75,6 Business Days,$167.77,$167.77,2.23693,75,6,140703,171365,140709,140710,140712,140717,140724,140732,2025-09-17T13:30:22.153183,Extracted using real API endpoints
14,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,"A-2 (4.375"" x 5.75"") White",100,6 Business Days,$173.37,$173.37,1.73370,100,6,140703,171365,140709,140710,140712,140717,140725,140732,2025-09-17T13:30:22.522264,Extracted using real API endpoints
15,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,"A-2 (4.375"" x 5.75"") White",250,6 Business Days,$177.60,$177.60,0.71040,250,6,140703,171365,140709,140710,140712,140717,140726,140732,2025-09-17T13:30:23.192456,Extracted using real API endpoints
16,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,"A-2 (4.375"" x 5.75"") White",500,6 Business Days,$185.76,$185.76,0.37152,500,6,140703,171365,140709,140710,140712,140717,140727,140732,2025-09-17T13:30:23.564346,Extracted using real API endpoints
17,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,"A-2 (4.375"" x 5.75"") White","1,000",6 Business Days,$230.58,$230.58,0.23058,1000,6,140703,171365,140709,140710,140712,140717,140728,140732,2025-09-17T13:30:23.952342,Extracted using real API endpoints
18,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,"A-2 (4.375"" x 5.75"") White","2,500",6 Business Days,$459.03,$459.03,0.18361,2500,6,140703,171365,140709,140710,140712,140717,140729,140732,2025-09-17T13:30:24.361346,Extracted using real API endpoints
19,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,"A-2 (4.375"" x 5.75"") White","5,000",6 Business Days,$755.80,$755.80,0.15116,5000,6,140703,171365,140709,140710,140712,140717,140730,140732,2025-09-17T13:30:24.731829,Extracted using real API endpoints
20,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,No,"A-2 (4.375"" x 5.75"") White","10,000",6 Business Days,$1462.52,$1462.52,0.14625,10000,6,140703,171365,140709,140710,140712,140717,140731,140732,2025-09-17T13:30:25.115423,Extracted using real API endpoints
21,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,None,25,6 Business Days,$150.68,$150.68,6.02720,25,6,140703,171365,140709,140710,140713,140716,140722,140732,2025-09-17T13:30:25.790631,Extracted using real API endpoints
22,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,None,50,6 Business Days,$159.22,$159.22,3.18440,50,6,140703,171365,140709,140710,140713,140716,140723,140732,2025-09-17T13:30:26.481993,Extracted using real API endpoints
23,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,None,75,6 Business Days,$167.77,$167.77,2.23693,75,6,140703,171365,140709,140710,140713,140716,140724,140732,2025-09-17T13:30:26.877841,Extracted using real API endpoints
24,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,None,100,6 Business Days,$173.37,$173.37,1.73370,100,6,140703,171365,140709,140710,140713,140716,140725,140732,2025-09-17T13:30:27.265332,Extracted using real API endpoints
25,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,None,250,6 Business Days,$177.60,$177.60,0.71040,250,6,140703,171365,140709,140710,140713,140716,140726,140732,2025-09-17T13:30:27.646737,Extracted using real API endpoints
26,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,None,500,6 Business Days,$185.76,$185.76,0.37152,500,6,140703,171365,140709,140710,140713,140716,140727,140732,2025-09-17T13:30:28.351861,Extracted using real API endpoints
27,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,None,"1,000",6 Business Days,$230.58,$230.58,0.23058,1000,6,140703,171365,140709,140710,140713,140716,140728,140732,2025-09-17T13:30:29.030268,Extracted using real API endpoints
28,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,None,"2,500",6 Business Days,$459.03,$459.03,0.18361,2500,6,140703,171365,140709,140710,140713,140716,140729,140732,2025-09-17T13:30:29.418606,Extracted using real API endpoints
29,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,None,"5,000",6 Business Days,$755.80,$755.80,0.15116,5000,6,140703,171365,140709,140710,140713,140716,140730,140732,2025-09-17T13:30:30.090713,Extracted using real API endpoints
30,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,None,"10,000",6 Business Days,$1462.52,$1462.52,0.14625,10000,6,140703,171365,140709,140710,140713,140716,140731,140732,2025-09-17T13:30:30.769721,Extracted using real API endpoints
31,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White",25,6 Business Days,$150.68,$150.68,6.02720,25,6,140703,171365,140709,140710,140713,140717,140722,140732,2025-09-17T13:30:31.142408,Extracted using real API endpoints
32,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White",50,6 Business Days,$159.22,$159.22,3.18440,50,6,140703,171365,140709,140710,140713,140717,140723,140732,2025-09-17T13:30:31.535409,Extracted using real API endpoints
33,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White",75,6 Business Days,$167.77,$167.77,2.23693,75,6,140703,171365,140709,140710,140713,140717,140724,140732,2025-09-17T13:30:31.904363,Extracted using real API endpoints
34,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White",100,6 Business Days,$173.37,$173.37,1.73370,100,6,140703,171365,140709,140710,140713,140717,140725,140732,2025-09-17T13:30:32.275319,Extracted using real API endpoints
35,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White",250,6 Business Days,$177.60,$177.60,0.71040,250,6,140703,171365,140709,140710,140713,140717,140726,140732,2025-09-17T13:30:32.644005,Extracted using real API endpoints
36,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White",500,6 Business Days,$185.76,$185.76,0.37152,500,6,140703,171365,140709,140710,140713,140717,140727,140732,2025-09-17T13:30:33.021472,Extracted using real API endpoints
37,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White","1,000",6 Business Days,$230.58,$230.58,0.23058,1000,6,140703,171365,140709,140710,140713,140717,140728,140732,2025-09-17T13:30:33.406846,Extracted using real API endpoints
38,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White","2,500",6 Business Days,$459.03,$459.03,0.18361,2500,6,140703,171365,140709,140710,140713,140717,140729,140732,2025-09-17T13:30:33.788434,Extracted using real API endpoints
39,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White","5,000",6 Business Days,$755.80,$755.80,0.15116,5000,6,140703,171365,140709,140710,140713,140717,140730,140732,2025-09-17T13:30:34.177624,Extracted using real API endpoints
40,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front Only,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White","10,000",6 Business Days,$1462.52,$1462.52,0.14625,10000,6,140703,171365,140709,140710,140713,140717,140731,140732,2025-09-17T13:30:34.557548,Extracted using real API endpoints
41,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,None,25,6 Business Days,$155.85,$155.85,6.23400,25,6,140703,171365,140709,140711,140712,140716,140722,140732,2025-09-17T13:30:35.226158,Extracted using real API endpoints
42,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,None,50,6 Business Days,$164.41,$164.41,3.28820,50,6,140703,171365,140709,140711,140712,140716,140723,140732,2025-09-17T13:30:35.924164,Extracted using real API endpoints
43,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,None,75,6 Business Days,$172.95,$172.95,2.30600,75,6,140703,171365,140709,140711,140712,140716,140724,140732,2025-09-17T13:30:36.302528,Extracted using real API endpoints
44,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,None,100,6 Business Days,$177.26,$177.26,1.77260,100,6,140703,171365,140709,140711,140712,140716,140725,140732,2025-09-17T13:30:36.988250,Extracted using real API endpoints
45,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,None,250,6 Business Days,$181.49,$181.49,0.72596,250,6,140703,171365,140709,140711,140712,140716,140726,140732,2025-09-17T13:30:37.368678,Extracted using real API endpoints
46,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,None,500,6 Business Days,$185.76,$185.76,0.37152,500,6,140703,171365,140709,140711,140712,140716,140727,140732,2025-09-17T13:30:37.752537,Extracted using real API endpoints
47,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,None,"1,000",6 Business Days,$230.58,$230.58,0.23058,1000,6,140703,171365,140709,140711,140712,140716,140728,140732,2025-09-17T13:30:38.118184,Extracted using real API endpoints
48,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,None,"2,500",6 Business Days,$459.03,$459.03,0.18361,2500,6,140703,171365,140709,140711,140712,140716,140729,140732,2025-09-17T13:30:38.500405,Extracted using real API endpoints
49,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,None,"5,000",6 Business Days,$755.80,$755.80,0.15116,5000,6,140703,171365,140709,140711,140712,140716,140730,140732,2025-09-17T13:30:38.868689,Extracted using real API endpoints
50,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,None,"10,000",6 Business Days,$1462.52,$1462.52,0.14625,10000,6,140703,171365,140709,140711,140712,140716,140731,140732,2025-09-17T13:30:39.249019,Extracted using real API endpoints
51,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,"A-2 (4.375"" x 5.75"") White",25,6 Business Days,$155.85,$155.85,6.23400,25,6,140703,171365,140709,140711,140712,140717,140722,140732,2025-09-17T13:30:39.632967,Extracted using real API endpoints
52,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,"A-2 (4.375"" x 5.75"") White",50,6 Business Days,$164.41,$164.41,3.28820,50,6,140703,171365,140709,140711,140712,140717,140723,140732,2025-09-17T13:30:40.022480,Extracted using real API endpoints
53,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,"A-2 (4.375"" x 5.75"") White",75,6 Business Days,$172.95,$172.95,2.30600,75,6,140703,171365,140709,140711,140712,140717,140724,140732,2025-09-17T13:30:40.411356,Extracted using real API endpoints
54,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,"A-2 (4.375"" x 5.75"") White",100,6 Business Days,$177.26,$177.26,1.77260,100,6,140703,171365,140709,140711,140712,140717,140725,140732,2025-09-17T13:30:40.780392,Extracted using real API endpoints
55,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,"A-2 (4.375"" x 5.75"") White",250,6 Business Days,$181.49,$181.49,0.72596,250,6,140703,171365,140709,140711,140712,140717,140726,140732,2025-09-17T13:30:41.462748,Extracted using real API endpoints
56,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,"A-2 (4.375"" x 5.75"") White",500,6 Business Days,$185.76,$185.76,0.37152,500,6,140703,171365,140709,140711,140712,140717,140727,140732,2025-09-17T13:30:41.834167,Extracted using real API endpoints
57,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,"A-2 (4.375"" x 5.75"") White","1,000",6 Business Days,$230.58,$230.58,0.23058,1000,6,140703,171365,140709,140711,140712,140717,140728,140732,2025-09-17T13:30:42.516566,Extracted using real API endpoints
58,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,"A-2 (4.375"" x 5.75"") White","2,500",6 Business Days,$459.03,$459.03,0.18361,2500,6,140703,171365,140709,140711,140712,140717,140729,140732,2025-09-17T13:30:42.887760,Extracted using real API endpoints
59,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,"A-2 (4.375"" x 5.75"") White","5,000",6 Business Days,$755.80,$755.80,0.15116,5000,6,140703,171365,140709,140711,140712,140717,140730,140732,2025-09-17T13:30:43.267470,Extracted using real API endpoints
60,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,No,"A-2 (4.375"" x 5.75"") White","10,000",6 Business Days,$1462.52,$1462.52,0.14625,10000,6,140703,171365,140709,140711,140712,140717,140731,140732,2025-09-17T13:30:43.645578,Extracted using real API endpoints
61,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,25,6 Business Days,$155.85,$155.85,6.23400,25,6,140703,171365,140709,140711,140713,140716,140722,140732,2025-09-17T13:30:44.020252,Extracted using real API endpoints
62,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,50,6 Business Days,$164.41,$164.41,3.28820,50,6,140703,171365,140709,140711,140713,140716,140723,140732,2025-09-17T13:30:44.396742,Extracted using real API endpoints
63,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,75,6 Business Days,$172.95,$172.95,2.30600,75,6,140703,171365,140709,140711,140713,140716,140724,140732,2025-09-17T13:30:44.769513,Extracted using real API endpoints
64,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,100,6 Business Days,$177.26,$177.26,1.77260,100,6,140703,171365,140709,140711,140713,140716,140725,140732,2025-09-17T13:30:45.143892,Extracted using real API endpoints
65,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,250,6 Business Days,$181.49,$181.49,0.72596,250,6,140703,171365,140709,140711,140713,140716,140726,140732,2025-09-17T13:30:45.527770,Extracted using real API endpoints
66,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,500,6 Business Days,$185.76,$185.76,0.37152,500,6,140703,171365,140709,140711,140713,140716,140727,140732,2025-09-17T13:30:45.911371,Extracted using real API endpoints
67,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,"1,000",6 Business Days,$230.58,$230.58,0.23058,1000,6,140703,171365,140709,140711,140713,140716,140728,140732,2025-09-17T13:30:46.293898,Extracted using real API endpoints
68,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,"2,500",6 Business Days,$459.03,$459.03,0.18361,2500,6,140703,171365,140709,140711,140713,140716,140729,140732,2025-09-17T13:30:46.687214,Extracted using real API endpoints
69,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,"5,000",6 Business Days,$755.80,$755.80,0.15116,5000,6,140703,171365,140709,140711,140713,140716,140730,140732,2025-09-17T13:30:47.059721,Extracted using real API endpoints
70,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,None,"10,000",6 Business Days,$1462.52,$1462.52,0.14625,10000,6,140703,171365,140709,140711,140713,140716,140731,140732,2025-09-17T13:30:47.431276,Extracted using real API endpoints
71,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White",25,6 Business Days,$155.85,$155.85,6.23400,25,6,140703,171365,140709,140711,140713,140717,140722,140732,2025-09-17T13:30:47.806167,Extracted using real API endpoints
72,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White",50,6 Business Days,$164.41,$164.41,3.28820,50,6,140703,171365,140709,140711,140713,140717,140723,140732,2025-09-17T13:30:48.222204,Extracted using real API endpoints
73,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White",75,6 Business Days,$172.95,$172.95,2.30600,75,6,140703,171365,140709,140711,140713,140717,140724,140732,2025-09-17T13:30:48.605147,Extracted using real API endpoints
74,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White",100,6 Business Days,$177.26,$177.26,1.77260,100,6,140703,171365,140709,140711,140713,140717,140725,140732,2025-09-17T13:30:48.973934,Extracted using real API endpoints
75,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White",250,6 Business Days,$181.49,$181.49,0.72596,250,6,140703,171365,140709,140711,140713,140717,140726,140732,2025-09-17T13:30:49.646248,Extracted using real API endpoints
76,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White",500,6 Business Days,$185.76,$185.76,0.37152,500,6,140703,171365,140709,140711,140713,140717,140727,140732,2025-09-17T13:30:50.035426,Extracted using real API endpoints
77,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White","1,000",6 Business Days,$230.58,$230.58,0.23058,1000,6,140703,171365,140709,140711,140713,140717,140728,140732,2025-09-17T13:30:50.401581,Extracted using real API endpoints
78,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White","2,500",6 Business Days,$459.03,$459.03,0.18361,2500,6,140703,171365,140709,140711,140713,140717,140729,140732,2025-09-17T13:30:50.770990,Extracted using real API endpoints
79,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White","5,000",6 Business Days,$755.80,$755.80,0.15116,5000,6,140703,171365,140709,140711,140713,140717,140730,140732,2025-09-17T13:30:51.167532,Extracted using real API endpoints
80,Silk Flat Greeting Cards,"4.25"" x 5.5""",16 pt. Cardstock,Silk,Front and Back,Yes - 4 Corners,"A-2 (4.375"" x 5.75"") White","10,000",6 Business Days,$1462.52,$1462.52,0.14625,10000,6,140703,171365,140709,140711,140713,140717,140731,140732,2025-09-17T13:30:51.537775,Extracted using real API endpoints
81,Silk Flat Greeting Cards,"4.25"" x 6""",16 pt. Cardstock,Silk,Front Only,No,None,25,6 Business Days,$150.68,$150.68,6.02720,25,6,140704,171365,140709,140710,140712,140716,140722,140732,2025-09-17T13:30:51.910158,Extracted using real API endpoints
82,Silk Flat Greeting Cards,"4.25"" x 6""",16 pt. Cardstock,Silk,Front Only,No,None,50,6 Business Days,$159.22,$159.22,3.18440,50,6,140704,171365,140709,140710,140712,140716,140723,140732,2025-09-17T13:30:52.312089,Extracted using real API endpoints
83,Silk Flat Greeting Cards,"4.25"" x 6""",16 pt. Cardstock,Silk,Front Only,No,None,75,6 Business Days,$167.77,$167.77,2.23693,75,6,140704,171365,140709,140710,140712,140716,140724,140732,2025-09-17T13:30:52.686579,Extracted using real API endpoints
84,Silk Flat Greeting Cards,"4.25"" x 6""",16 pt. Cardstock,Silk,Front Only,No,None,100,6 Business Days,$173.37,$173.37,1.73370,100,6,140704,171365,140709,140710,140712,140716,140725,140732,2025-09-17T13:30:53.062302,Extracted using real API endpoints
85,Silk Flat Greeting Cards,"4.25"" x 6""",16 pt. Cardstock,Silk,Front Only,No,None,250,6 Business Days,$177.60,$177.60,0.71040,250,6,140704,171365,140709,140710,140712,140716,140726,140732,2025-09-17T13:30:53.436363,Extracted using real API endpoints
86,Silk Flat Greeting Cards,"4.25"" x 6""",16 pt. Cardstock,Silk,Front Only,No,None,500,6 Business Days,$185.76,$185.76,0.37152,500,6,140704,171365,140709,140710,140712,140716,140727,140732,2025-09-17T13:30:53.809080,Extracted using real API endpoints
87,Silk Flat Greeting Cards,"4.25"" x 6""",16 pt. Cardstock,Silk,Front Only,No,None,"1,000",6 Business Days,$230.58,$230.58,0.23058,1000,6,140704,171365,140709,140710,140712,140716,140728,140732,2025-09-17T13:30:54.190597,Extracted using real API endpoints
88,Silk Flat Greeting Cards,"4.25"" x 6""",16 pt. Cardstock,Silk,Front Only,No,None,"2,500",6 Business Days,$459.03,$459.03,0.18361,2500,6,140704,171365,140709,140710,140712,140716,140729,140732,2025-09-17T13:30:54.585479,Extracted using real API endpoints
89,Silk Flat Greeting Cards,"4.25"" x 6""",16 pt. Cardstock,Silk,Front Only,No,None,"5,000",6 Business Days,$755.80,$755.80,0.15116,5000,6,140704,171365,140709,140710,140712,140716,140730,140732,2025-09-17T13:30:54.968143,Extracted using real API endpoints
90,Silk Flat Greeting Cards,"4.25"" x 6""",16 pt. Cardstock,Silk,Front Only,No,None,"10,000",6 Business Days,$1462.52,$1462.52,0.14625,10000,6,140704,171365,140709,140710,140712,140716,140731,140732,2025-09-17T13:30:55.332159,Extracted using real API endpoints
91,Silk Flat Greeting Cards,"4.25"" x 6""",16 pt. Cardstock,Silk,Front Only,No,"A-2 (4.375"" x 5.75"") White",25,6 Business Days,$150.68,$150.68,6.02720,25,6,140704,171365,140709,140710,140712,140717,140722,140732,2025-09-17T13:30:55.693049,Extracted using real API endpoints
92,Silk Flat Greeting Cards,"4.25"" x 6""",16 pt. Cardstock,Silk,Front Only,No,"A-2 (4.375"" x 5.75"") White",50,6 Business Days,$159.22,$159.22,3.18440,50,6,140704,171365,140709,140710,140712,140717,140723,140732,2025-09-17T13:30:56.069311,Extracted using real API endpoints
93,Silk Flat Greeting Cards,"4.25"" x 6""",16 pt. Cardstock,Silk,Front Only,No,"A-2 (4.375"" x 5.75"") White",75,6 Business Days,$167.77,$167.77,2.23693,75,6,140704,171365,140709,140710,140712,140717,140724,140732,2025-09-17T13:30:56.925312,Extracted using real API endpoints
94,Silk Flat Greeting Cards,"4.25"" x 6""",16 pt. Cardstock,Silk,Front Only,No,"A-2 (4.375"" x 5.75"") White",100,6 Business Days,$173.37,$173.37,1.73370,100,6,140704,171365,140709,140710,140712,140717,140725,140732,2025-09-17T13:30:57.346436,Extracted using real API endpoints
