combination_id,product_name,Size,Paper,Printed Side,Die-Cutting,Scoring,Quantity,Printing Time,price,total_price,unit_price,qty_pieces,turnaround_days,Size_id,Paper_id,Printed Side_id,Die-Cutting_id,Scoring_id,Quantity_id,Printing Time_id,timestamp,notes
174,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front Only,Bottle Necker,With Scoring,"2,500",4 Business Days,$245.88,$245.88,0.09835,2500,0,176770,176773,176776,176778,176779,176790,176800,2025-09-04T13:59:52.573835,Extracted using real API endpoints
175,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front Only,Bottle Necker,With Scoring,"3,000",6 Business Days,$274.08,$274.08,0.09136,3000,0,176770,176773,176776,176778,176779,176791,176799,2025-09-04T13:59:52.975398,Extracted using real API endpoints
176,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front Only,Bottle Necker,With Scoring,"3,000",4 Business Days,$274.08,$274.08,0.09136,3000,0,176770,176773,176776,176778,176779,176791,176800,2025-09-04T13:59:53.434889,Extracted using real API endpoints
177,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front Only,Bottle Necker,With Scoring,"4,000",6 Business Days,$330.47,$330.47,0.08262,4000,0,176770,176773,176776,176778,176779,176792,176799,2025-09-04T13:59:53.845853,Extracted using real API endpoints
178,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front Only,Bottle Necker,With Scoring,"4,000",4 Business Days,$330.47,$330.47,0.08262,4000,0,176770,176773,176776,176778,176779,176792,176800,2025-09-04T13:59:54.269218,Extracted using real API endpoints
179,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front Only,Bottle Necker,With Scoring,"5,000",6 Business Days,$386.86,$386.86,0.07737,5000,0,176770,176773,176776,176778,176779,176793,176799,2025-09-04T13:59:54.662322,Extracted using real API endpoints
180,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front Only,Bottle Necker,With Scoring,"5,000",4 Business Days,$386.86,$386.86,0.07737,5000,0,176770,176773,176776,176778,176779,176793,176800,2025-09-04T13:59:55.122841,Extracted using real API endpoints
181,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front Only,Bottle Necker,With Scoring,"6,000",6 Business Days,$445.75,$445.75,0.07429,6000,0,176770,176773,176776,176778,176779,176794,176799,2025-09-04T13:59:55.583559,Extracted using real API endpoints
182,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front Only,Bottle Necker,With Scoring,"6,000",4 Business Days,$445.75,$445.75,0.07429,6000,0,176770,176773,176776,176778,176779,176794,176800,2025-09-04T13:59:56.112843,Extracted using real API endpoints
183,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front Only,Bottle Necker,With Scoring,"7,000",6 Business Days,$504.65,$504.65,0.07209,7000,0,176770,176773,176776,176778,176779,176795,176799,2025-09-04T13:59:56.571217,Extracted using real API endpoints
184,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front Only,Bottle Necker,With Scoring,"7,000",4 Business Days,$504.65,$504.65,0.07209,7000,0,176770,176773,176776,176778,176779,176795,176800,2025-09-04T13:59:56.977322,Extracted using real API endpoints
185,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front Only,Bottle Necker,With Scoring,"8,000",6 Business Days,$563.55,$563.55,0.07044,8000,0,176770,176773,176776,176778,176779,176796,176799,2025-09-04T13:59:57.391658,Extracted using real API endpoints
186,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front Only,Bottle Necker,With Scoring,"8,000",4 Business Days,$563.55,$563.55,0.07044,8000,0,176770,176773,176776,176778,176779,176796,176800,2025-09-04T13:59:57.819644,Extracted using real API endpoints
187,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front Only,Bottle Necker,With Scoring,"9,000",6 Business Days,$622.45,$622.45,0.06916,9000,0,176770,176773,176776,176778,176779,176797,176799,2025-09-04T13:59:58.254680,Extracted using real API endpoints
188,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front Only,Bottle Necker,With Scoring,"9,000",4 Business Days,$622.45,$622.45,0.06916,9000,0,176770,176773,176776,176778,176779,176797,176800,2025-09-04T13:59:58.760491,Extracted using real API endpoints
189,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front Only,Bottle Necker,With Scoring,"10,000",6 Business Days,$681.35,$681.35,0.06814,10000,0,176770,176773,176776,176778,176779,176798,176799,2025-09-04T13:59:59.757064,Extracted using real API endpoints
190,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front Only,Bottle Necker,With Scoring,"10,000",4 Business Days,$681.35,$681.35,0.06814,10000,0,176770,176773,176776,176778,176779,176798,176800,2025-09-04T14:00:00.172649,Extracted using real API endpoints
191,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,25,6 Business Days,$40.26,$40.26,1.61040,25,0,176770,176773,176777,176778,176779,176780,176799,2025-09-04T14:00:00.629977,Extracted using real API endpoints
192,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,25,4 Business Days,$40.26,$40.26,1.61040,25,0,176770,176773,176777,176778,176779,176780,176800,2025-09-04T14:00:01.043956,Extracted using real API endpoints
193,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,50,6 Business Days,$44.62,$44.62,0.89240,50,0,176770,176773,176777,176778,176779,176781,176799,2025-09-04T14:00:01.465185,Extracted using real API endpoints
194,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,50,4 Business Days,$44.62,$44.62,0.89240,50,0,176770,176773,176777,176778,176779,176781,176800,2025-09-04T14:00:01.884412,Extracted using real API endpoints
195,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,75,6 Business Days,$47.30,$47.30,0.63067,75,0,176770,176773,176777,176778,176779,176782,176799,2025-09-04T14:00:02.302483,Extracted using real API endpoints
196,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,75,4 Business Days,$47.30,$47.30,0.63067,75,0,176770,176773,176777,176778,176779,176782,176800,2025-09-04T14:00:03.161333,Extracted using real API endpoints
197,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,100,6 Business Days,$53.33,$53.33,0.53330,100,0,176770,176773,176777,176778,176779,176783,176799,2025-09-04T14:00:03.586594,Extracted using real API endpoints
198,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,100,4 Business Days,$53.33,$53.33,0.53330,100,0,176770,176773,176777,176778,176779,176783,176800,2025-09-04T14:00:04.085850,Extracted using real API endpoints
199,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,150,6 Business Days,$72.13,$72.13,0.48087,150,0,176770,176773,176777,176778,176779,176784,176799,2025-09-04T14:00:04.506708,Extracted using real API endpoints
200,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,150,4 Business Days,$72.13,$72.13,0.48087,150,0,176770,176773,176777,176778,176779,176784,176800,2025-09-04T14:00:04.940848,Extracted using real API endpoints
201,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,200,6 Business Days,$90.92,$90.92,0.45460,200,0,176770,176773,176777,176778,176779,176785,176799,2025-09-04T14:00:05.354994,Extracted using real API endpoints
202,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,200,4 Business Days,$90.92,$90.92,0.45460,200,0,176770,176773,176777,176778,176779,176785,176800,2025-09-04T14:00:05.772325,Extracted using real API endpoints
203,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,250,6 Business Days,$109.73,$109.73,0.43892,250,0,176770,176773,176777,176778,176779,176786,176799,2025-09-04T14:00:06.202374,Extracted using real API endpoints
204,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,250,4 Business Days,$109.73,$109.73,0.43892,250,0,176770,176773,176777,176778,176779,176786,176800,2025-09-04T14:00:06.972663,Extracted using real API endpoints
205,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,500,6 Business Days,$117.89,$117.89,0.23578,500,0,176770,176773,176777,176778,176779,176787,176799,2025-09-04T14:00:07.378095,Extracted using real API endpoints
206,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,500,4 Business Days,$117.89,$117.89,0.23578,500,0,176770,176773,176777,176778,176779,176787,176800,2025-09-04T14:00:07.828782,Extracted using real API endpoints
207,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"1,000",6 Business Days,$127.50,$127.50,0.12750,1000,0,176770,176773,176777,176778,176779,176788,176799,2025-09-04T14:00:08.237116,Extracted using real API endpoints
208,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"1,000",4 Business Days,$127.50,$127.50,0.12750,1000,0,176770,176773,176777,176778,176779,176788,176800,2025-09-04T14:00:08.665815,Extracted using real API endpoints
209,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"2,000",6 Business Days,$206.43,$206.43,0.10322,2000,0,176770,176773,176777,176778,176779,176789,176799,2025-09-04T14:00:09.080125,Extracted using real API endpoints
210,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"2,000",4 Business Days,$206.43,$206.43,0.10322,2000,0,176770,176773,176777,176778,176779,176789,176800,2025-09-04T14:00:09.549219,Extracted using real API endpoints
211,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"2,500",6 Business Days,$245.88,$245.88,0.09835,2500,0,176770,176773,176777,176778,176779,176790,176799,2025-09-04T14:00:09.962805,Extracted using real API endpoints
212,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"2,500",4 Business Days,$245.88,$245.88,0.09835,2500,0,176770,176773,176777,176778,176779,176790,176800,2025-09-04T14:00:10.715489,Extracted using real API endpoints
213,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"3,000",6 Business Days,$274.08,$274.08,0.09136,3000,0,176770,176773,176777,176778,176779,176791,176799,2025-09-04T14:00:11.126553,Extracted using real API endpoints
214,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"3,000",4 Business Days,$274.08,$274.08,0.09136,3000,0,176770,176773,176777,176778,176779,176791,176800,2025-09-04T14:00:11.524176,Extracted using real API endpoints
215,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"4,000",6 Business Days,$330.47,$330.47,0.08262,4000,0,176770,176773,176777,176778,176779,176792,176799,2025-09-04T14:00:11.931155,Extracted using real API endpoints
216,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"4,000",4 Business Days,$330.47,$330.47,0.08262,4000,0,176770,176773,176777,176778,176779,176792,176800,2025-09-04T14:00:12.332672,Extracted using real API endpoints
217,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"5,000",6 Business Days,$386.86,$386.86,0.07737,5000,0,176770,176773,176777,176778,176779,176793,176799,2025-09-04T14:00:12.739615,Extracted using real API endpoints
218,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"5,000",4 Business Days,$386.86,$386.86,0.07737,5000,0,176770,176773,176777,176778,176779,176793,176800,2025-09-04T14:00:13.143543,Extracted using real API endpoints
219,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"6,000",6 Business Days,$445.75,$445.75,0.07429,6000,0,176770,176773,176777,176778,176779,176794,176799,2025-09-04T14:00:13.538475,Extracted using real API endpoints
220,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"6,000",4 Business Days,$445.75,$445.75,0.07429,6000,0,176770,176773,176777,176778,176779,176794,176800,2025-09-04T14:00:13.929625,Extracted using real API endpoints
221,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"7,000",6 Business Days,$504.65,$504.65,0.07209,7000,0,176770,176773,176777,176778,176779,176795,176799,2025-09-04T14:00:14.336121,Extracted using real API endpoints
222,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"7,000",4 Business Days,$504.65,$504.65,0.07209,7000,0,176770,176773,176777,176778,176779,176795,176800,2025-09-04T14:00:14.745922,Extracted using real API endpoints
223,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"8,000",6 Business Days,$563.55,$563.55,0.07044,8000,0,176770,176773,176777,176778,176779,176796,176799,2025-09-04T14:00:15.156374,Extracted using real API endpoints
224,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"8,000",4 Business Days,$563.55,$563.55,0.07044,8000,0,176770,176773,176777,176778,176779,176796,176800,2025-09-04T14:00:15.563390,Extracted using real API endpoints
225,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"9,000",6 Business Days,$622.45,$622.45,0.06916,9000,0,176770,176773,176777,176778,176779,176797,176799,2025-09-04T14:00:15.958381,Extracted using real API endpoints
226,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"9,000",4 Business Days,$622.45,$622.45,0.06916,9000,0,176770,176773,176777,176778,176779,176797,176800,2025-09-04T14:00:16.369720,Extracted using real API endpoints
227,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"10,000",6 Business Days,$681.35,$681.35,0.06814,10000,0,176770,176773,176777,176778,176779,176798,176799,2025-09-04T14:00:16.792805,Extracted using real API endpoints
228,Bottle Neck Hang Tags,"2.125"" x 5""",14 pt. Cardstock High Gloss (UV),Front and Back,Bottle Necker,With Scoring,"10,000",4 Business Days,$681.35,$681.35,0.06814,10000,0,176770,176773,176777,176778,176779,176798,176800,2025-09-04T14:00:17.206322,Extracted using real API endpoints
229,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,25,6 Business Days,$40.26,$40.26,1.61040,25,0,176770,1481279,176776,176778,176779,176780,176799,2025-09-04T14:00:17.974617,Extracted using real API endpoints
230,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,25,4 Business Days,$40.26,$40.26,1.61040,25,0,176770,1481279,176776,176778,176779,176780,176800,2025-09-04T14:00:18.370775,Extracted using real API endpoints
231,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,50,6 Business Days,$44.62,$44.62,0.89240,50,0,176770,1481279,176776,176778,176779,176781,176799,2025-09-04T14:00:18.808142,Extracted using real API endpoints
232,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,50,4 Business Days,$44.62,$44.62,0.89240,50,0,176770,1481279,176776,176778,176779,176781,176800,2025-09-04T14:00:19.573885,Extracted using real API endpoints
233,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,75,6 Business Days,$47.30,$47.30,0.63067,75,0,176770,1481279,176776,176778,176779,176782,176799,2025-09-04T14:00:19.965605,Extracted using real API endpoints
234,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,75,4 Business Days,$47.30,$47.30,0.63067,75,0,176770,1481279,176776,176778,176779,176782,176800,2025-09-04T14:00:20.476844,Extracted using real API endpoints
235,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,100,6 Business Days,$53.33,$53.33,0.53330,100,0,176770,1481279,176776,176778,176779,176783,176799,2025-09-04T14:00:20.878744,Extracted using real API endpoints
236,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,100,4 Business Days,$53.33,$53.33,0.53330,100,0,176770,1481279,176776,176778,176779,176783,176800,2025-09-04T14:00:21.386949,Extracted using real API endpoints
237,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,150,6 Business Days,$72.13,$72.13,0.48087,150,0,176770,1481279,176776,176778,176779,176784,176799,2025-09-04T14:00:21.796309,Extracted using real API endpoints
238,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,150,4 Business Days,$72.13,$72.13,0.48087,150,0,176770,1481279,176776,176778,176779,176784,176800,2025-09-04T14:00:22.209613,Extracted using real API endpoints
239,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,200,6 Business Days,$90.92,$90.92,0.45460,200,0,176770,1481279,176776,176778,176779,176785,176799,2025-09-04T14:00:22.602647,Extracted using real API endpoints
240,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,200,4 Business Days,$90.92,$90.92,0.45460,200,0,176770,1481279,176776,176778,176779,176785,176800,2025-09-04T14:00:23.015789,Extracted using real API endpoints
241,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,250,6 Business Days,$109.73,$109.73,0.43892,250,0,176770,1481279,176776,176778,176779,176786,176799,2025-09-04T14:00:23.436779,Extracted using real API endpoints
242,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,250,4 Business Days,$109.73,$109.73,0.43892,250,0,176770,1481279,176776,176778,176779,176786,176800,2025-09-04T14:00:23.829817,Extracted using real API endpoints
243,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,500,6 Business Days,$117.89,$117.89,0.23578,500,0,176770,1481279,176776,176778,176779,176787,176799,2025-09-04T14:00:24.230607,Extracted using real API endpoints
244,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,500,4 Business Days,$117.89,$117.89,0.23578,500,0,176770,1481279,176776,176778,176779,176787,176800,2025-09-04T14:00:24.624211,Extracted using real API endpoints
245,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"1,000",6 Business Days,$127.50,$127.50,0.12750,1000,0,176770,1481279,176776,176778,176779,176788,176799,2025-09-04T14:00:25.025186,Extracted using real API endpoints
246,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"1,000",4 Business Days,$127.50,$127.50,0.12750,1000,0,176770,1481279,176776,176778,176779,176788,176800,2025-09-04T14:00:25.441640,Extracted using real API endpoints
247,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"2,000",6 Business Days,$206.43,$206.43,0.10322,2000,0,176770,1481279,176776,176778,176779,176789,176799,2025-09-04T14:00:25.845063,Extracted using real API endpoints
248,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"2,000",4 Business Days,$206.43,$206.43,0.10322,2000,0,176770,1481279,176776,176778,176779,176789,176800,2025-09-04T14:00:26.605742,Extracted using real API endpoints
249,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"2,500",6 Business Days,$245.88,$245.88,0.09835,2500,0,176770,1481279,176776,176778,176779,176790,176799,2025-09-04T14:00:27.038489,Extracted using real API endpoints
250,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"2,500",4 Business Days,$245.88,$245.88,0.09835,2500,0,176770,1481279,176776,176778,176779,176790,176800,2025-09-04T14:00:27.457039,Extracted using real API endpoints
251,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"3,000",6 Business Days,$274.08,$274.08,0.09136,3000,0,176770,1481279,176776,176778,176779,176791,176799,2025-09-04T14:00:27.856872,Extracted using real API endpoints
252,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"3,000",4 Business Days,$274.08,$274.08,0.09136,3000,0,176770,1481279,176776,176778,176779,176791,176800,2025-09-04T14:00:28.255629,Extracted using real API endpoints
253,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"4,000",6 Business Days,$330.47,$330.47,0.08262,4000,0,176770,1481279,176776,176778,176779,176792,176799,2025-09-04T14:00:28.679296,Extracted using real API endpoints
254,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"4,000",4 Business Days,$330.47,$330.47,0.08262,4000,0,176770,1481279,176776,176778,176779,176792,176800,2025-09-04T14:00:29.079349,Extracted using real API endpoints
255,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"5,000",6 Business Days,$386.86,$386.86,0.07737,5000,0,176770,1481279,176776,176778,176779,176793,176799,2025-09-04T14:00:29.487244,Extracted using real API endpoints
256,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"5,000",4 Business Days,$386.86,$386.86,0.07737,5000,0,176770,1481279,176776,176778,176779,176793,176800,2025-09-04T14:00:29.887157,Extracted using real API endpoints
257,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"6,000",6 Business Days,$445.75,$445.75,0.07429,6000,0,176770,1481279,176776,176778,176779,176794,176799,2025-09-04T14:00:30.320341,Extracted using real API endpoints
258,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"6,000",4 Business Days,$445.75,$445.75,0.07429,6000,0,176770,1481279,176776,176778,176779,176794,176800,2025-09-04T14:00:30.759627,Extracted using real API endpoints
259,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"7,000",6 Business Days,$504.65,$504.65,0.07209,7000,0,176770,1481279,176776,176778,176779,176795,176799,2025-09-04T14:00:31.166458,Extracted using real API endpoints
260,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"7,000",4 Business Days,$504.65,$504.65,0.07209,7000,0,176770,1481279,176776,176778,176779,176795,176800,2025-09-04T14:00:31.931261,Extracted using real API endpoints
261,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"8,000",6 Business Days,$563.55,$563.55,0.07044,8000,0,176770,1481279,176776,176778,176779,176796,176799,2025-09-04T14:00:32.407912,Extracted using real API endpoints
262,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"8,000",4 Business Days,$563.55,$563.55,0.07044,8000,0,176770,1481279,176776,176778,176779,176796,176800,2025-09-04T14:00:32.803813,Extracted using real API endpoints
263,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"9,000",6 Business Days,$622.45,$622.45,0.06916,9000,0,176770,1481279,176776,176778,176779,176797,176799,2025-09-04T14:00:33.226667,Extracted using real API endpoints
264,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"9,000",4 Business Days,$622.45,$622.45,0.06916,9000,0,176770,1481279,176776,176778,176779,176797,176800,2025-09-04T14:00:33.624991,Extracted using real API endpoints
265,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"10,000",6 Business Days,$681.35,$681.35,0.06814,10000,0,176770,1481279,176776,176778,176779,176798,176799,2025-09-04T14:00:34.025400,Extracted using real API endpoints
266,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,Bottle Necker,With Scoring,"10,000",4 Business Days,$681.35,$681.35,0.06814,10000,0,176770,1481279,176776,176778,176779,176798,176800,2025-09-04T14:00:34.443303,Extracted using real API endpoints
