combination_id,product_name,Size,Paper,Printed Side,Die-Cutting,Scoring,Quantity,Printing Time,price,total_price,unit_price,qty_pieces,turnaround_days,Size_id,Paper_id,Printed Side_id,Die-Cutting_id,Scoring_id,Quantity_id,Printing Time_id,timestamp,notes
267,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,25,6 Business Days,$40.26,$40.26,1.61040,25,0,176770,1481279,176777,176778,176779,176780,176799,2025-09-04T14:00:34.933509,Extracted using real API endpoints
268,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,25,4 Business Days,$40.26,$40.26,1.61040,25,0,176770,1481279,176777,176778,176779,176780,176800,2025-09-04T14:00:35.349843,Extracted using real API endpoints
269,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,50,6 Business Days,$44.62,$44.62,0.89240,50,0,176770,1481279,176777,176778,176779,176781,176799,2025-09-04T14:00:35.760727,Extracted using real API endpoints
270,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,50,4 Business Days,$44.62,$44.62,0.89240,50,0,176770,1481279,176777,176778,176779,176781,176800,2025-09-04T14:00:36.170358,Extracted using real API endpoints
271,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,75,6 Business Days,$47.30,$47.30,0.63067,75,0,176770,1481279,176777,176778,176779,176782,176799,2025-09-04T14:00:36.605466,Extracted using real API endpoints
272,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,75,4 Business Days,$47.30,$47.30,0.63067,75,0,176770,1481279,176777,176778,176779,176782,176800,2025-09-04T14:00:37.037592,Extracted using real API endpoints
273,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,100,6 Business Days,$53.33,$53.33,0.53330,100,0,176770,1481279,176777,176778,176779,176783,176799,2025-09-04T14:00:37.511591,Extracted using real API endpoints
274,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,100,4 Business Days,$53.33,$53.33,0.53330,100,0,176770,1481279,176777,176778,176779,176783,176800,2025-09-04T14:00:37.921476,Extracted using real API endpoints
275,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,150,6 Business Days,$72.13,$72.13,0.48087,150,0,176770,1481279,176777,176778,176779,176784,176799,2025-09-04T14:00:38.341409,Extracted using real API endpoints
276,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,150,4 Business Days,$72.13,$72.13,0.48087,150,0,176770,1481279,176777,176778,176779,176784,176800,2025-09-04T14:00:38.739550,Extracted using real API endpoints
277,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,200,6 Business Days,$90.92,$90.92,0.45460,200,0,176770,1481279,176777,176778,176779,176785,176799,2025-09-04T14:00:39.158593,Extracted using real API endpoints
278,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,200,4 Business Days,$90.92,$90.92,0.45460,200,0,176770,1481279,176777,176778,176779,176785,176800,2025-09-04T14:00:39.560980,Extracted using real API endpoints
279,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,250,6 Business Days,$109.73,$109.73,0.43892,250,0,176770,1481279,176777,176778,176779,176786,176799,2025-09-04T14:00:39.976225,Extracted using real API endpoints
280,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,250,4 Business Days,$109.73,$109.73,0.43892,250,0,176770,1481279,176777,176778,176779,176786,176800,2025-09-04T14:00:40.376358,Extracted using real API endpoints
281,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,500,6 Business Days,$117.89,$117.89,0.23578,500,0,176770,1481279,176777,176778,176779,176787,176799,2025-09-04T14:00:40.869397,Extracted using real API endpoints
282,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,500,4 Business Days,$117.89,$117.89,0.23578,500,0,176770,1481279,176777,176778,176779,176787,176800,2025-09-04T14:00:41.353434,Extracted using real API endpoints
283,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"1,000",6 Business Days,$127.50,$127.50,0.12750,1000,0,176770,1481279,176777,176778,176779,176788,176799,2025-09-04T14:00:41.840106,Extracted using real API endpoints
284,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"1,000",4 Business Days,$127.50,$127.50,0.12750,1000,0,176770,1481279,176777,176778,176779,176788,176800,2025-09-04T14:00:42.251970,Extracted using real API endpoints
285,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"2,000",6 Business Days,$206.43,$206.43,0.10322,2000,0,176770,1481279,176777,176778,176779,176789,176799,2025-09-04T14:00:42.648152,Extracted using real API endpoints
286,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"2,000",4 Business Days,$206.43,$206.43,0.10322,2000,0,176770,1481279,176777,176778,176779,176789,176800,2025-09-04T14:00:43.051652,Extracted using real API endpoints
287,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"2,500",6 Business Days,$245.88,$245.88,0.09835,2500,0,176770,1481279,176777,176778,176779,176790,176799,2025-09-04T14:00:43.453019,Extracted using real API endpoints
288,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"2,500",4 Business Days,$245.88,$245.88,0.09835,2500,0,176770,1481279,176777,176778,176779,176790,176800,2025-09-04T14:00:43.852160,Extracted using real API endpoints
289,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"3,000",6 Business Days,$274.08,$274.08,0.09136,3000,0,176770,1481279,176777,176778,176779,176791,176799,2025-09-04T14:00:44.250634,Extracted using real API endpoints
290,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"3,000",4 Business Days,$274.08,$274.08,0.09136,3000,0,176770,1481279,176777,176778,176779,176791,176800,2025-09-04T14:00:44.647369,Extracted using real API endpoints
291,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"4,000",6 Business Days,$330.47,$330.47,0.08262,4000,0,176770,1481279,176777,176778,176779,176792,176799,2025-09-04T14:00:45.067531,Extracted using real API endpoints
292,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"4,000",4 Business Days,$330.47,$330.47,0.08262,4000,0,176770,1481279,176777,176778,176779,176792,176800,2025-09-04T14:00:45.551977,Extracted using real API endpoints
293,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"5,000",6 Business Days,$386.86,$386.86,0.07737,5000,0,176770,1481279,176777,176778,176779,176793,176799,2025-09-04T14:00:46.033717,Extracted using real API endpoints
294,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"5,000",4 Business Days,$386.86,$386.86,0.07737,5000,0,176770,1481279,176777,176778,176779,176793,176800,2025-09-04T14:00:46.446278,Extracted using real API endpoints
295,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"6,000",6 Business Days,$445.75,$445.75,0.07429,6000,0,176770,1481279,176777,176778,176779,176794,176799,2025-09-04T14:00:46.886919,Extracted using real API endpoints
296,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"6,000",4 Business Days,$445.75,$445.75,0.07429,6000,0,176770,1481279,176777,176778,176779,176794,176800,2025-09-04T14:00:47.358598,Extracted using real API endpoints
297,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"7,000",6 Business Days,$504.65,$504.65,0.07209,7000,0,176770,1481279,176777,176778,176779,176795,176799,2025-09-04T14:00:47.765853,Extracted using real API endpoints
298,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"7,000",4 Business Days,$504.65,$504.65,0.07209,7000,0,176770,1481279,176777,176778,176779,176795,176800,2025-09-04T14:00:48.186920,Extracted using real API endpoints
299,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"8,000",6 Business Days,$563.55,$563.55,0.07044,8000,0,176770,1481279,176777,176778,176779,176796,176799,2025-09-04T14:00:48.589385,Extracted using real API endpoints
300,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"8,000",4 Business Days,$563.55,$563.55,0.07044,8000,0,176770,1481279,176777,176778,176779,176796,176800,2025-09-04T14:00:48.995817,Extracted using real API endpoints
301,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"9,000",6 Business Days,$622.45,$622.45,0.06916,9000,0,176770,1481279,176777,176778,176779,176797,176799,2025-09-04T14:00:49.400195,Extracted using real API endpoints
302,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"9,000",4 Business Days,$622.45,$622.45,0.06916,9000,0,176770,1481279,176777,176778,176779,176797,176800,2025-09-04T14:00:49.798388,Extracted using real API endpoints
303,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"10,000",6 Business Days,$681.35,$681.35,0.06814,10000,0,176770,1481279,176777,176778,176779,176798,176799,2025-09-04T14:00:50.261003,Extracted using real API endpoints
304,Bottle Neck Hang Tags,"2.125"" x 5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,Bottle Necker,With Scoring,"10,000",4 Business Days,$681.35,$681.35,0.06814,10000,0,176770,1481279,176777,176778,176779,176798,176800,2025-09-04T14:00:50.774810,Extracted using real API endpoints
305,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,25,6 Business Days,$40.26,$40.26,1.61040,25,0,176770,176774,176776,176778,176779,176780,176799,2025-09-04T14:00:51.285330,Extracted using real API endpoints
306,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,25,4 Business Days,$40.26,$40.26,1.61040,25,0,176770,176774,176776,176778,176779,176780,176800,2025-09-04T14:00:51.797505,Extracted using real API endpoints
307,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,50,6 Business Days,$44.62,$44.62,0.89240,50,0,176770,176774,176776,176778,176779,176781,176799,2025-09-04T14:00:52.237119,Extracted using real API endpoints
308,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,50,4 Business Days,$44.62,$44.62,0.89240,50,0,176770,176774,176776,176778,176779,176781,176800,2025-09-04T14:00:52.637410,Extracted using real API endpoints
309,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,75,6 Business Days,$47.30,$47.30,0.63067,75,0,176770,176774,176776,176778,176779,176782,176799,2025-09-04T14:00:53.058674,Extracted using real API endpoints
310,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,75,4 Business Days,$47.30,$47.30,0.63067,75,0,176770,176774,176776,176778,176779,176782,176800,2025-09-04T14:00:53.540861,Extracted using real API endpoints
311,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,100,6 Business Days,$53.33,$53.33,0.53330,100,0,176770,176774,176776,176778,176779,176783,176799,2025-09-04T14:00:53.944687,Extracted using real API endpoints
312,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,100,4 Business Days,$53.33,$53.33,0.53330,100,0,176770,176774,176776,176778,176779,176783,176800,2025-09-04T14:00:54.360612,Extracted using real API endpoints
313,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,150,6 Business Days,$72.13,$72.13,0.48087,150,0,176770,176774,176776,176778,176779,176784,176799,2025-09-04T14:00:54.787330,Extracted using real API endpoints
314,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,150,4 Business Days,$72.13,$72.13,0.48087,150,0,176770,176774,176776,176778,176779,176784,176800,2025-09-04T14:00:55.205361,Extracted using real API endpoints
315,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,200,6 Business Days,$90.92,$90.92,0.45460,200,0,176770,176774,176776,176778,176779,176785,176799,2025-09-04T14:00:55.668273,Extracted using real API endpoints
316,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,200,4 Business Days,$90.92,$90.92,0.45460,200,0,176770,176774,176776,176778,176779,176785,176800,2025-09-04T14:00:56.112837,Extracted using real API endpoints
317,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,250,6 Business Days,$109.73,$109.73,0.43892,250,0,176770,176774,176776,176778,176779,176786,176799,2025-09-04T14:00:56.515376,Extracted using real API endpoints
318,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,250,4 Business Days,$109.73,$109.73,0.43892,250,0,176770,176774,176776,176778,176779,176786,176800,2025-09-04T14:00:56.918414,Extracted using real API endpoints
319,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,500,6 Business Days,$117.89,$117.89,0.23578,500,0,176770,176774,176776,176778,176779,176787,176799,2025-09-04T14:00:57.332257,Extracted using real API endpoints
320,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,500,4 Business Days,$117.89,$117.89,0.23578,500,0,176770,176774,176776,176778,176779,176787,176800,2025-09-04T14:00:57.730970,Extracted using real API endpoints
321,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"1,000",6 Business Days,$127.50,$127.50,0.12750,1000,0,176770,176774,176776,176778,176779,176788,176799,2025-09-04T14:00:58.145471,Extracted using real API endpoints
322,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"1,000",4 Business Days,$127.50,$127.50,0.12750,1000,0,176770,176774,176776,176778,176779,176788,176800,2025-09-04T14:00:58.584261,Extracted using real API endpoints
323,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"2,000",6 Business Days,$206.43,$206.43,0.10322,2000,0,176770,176774,176776,176778,176779,176789,176799,2025-09-04T14:00:59.010252,Extracted using real API endpoints
324,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"2,000",4 Business Days,$206.43,$206.43,0.10322,2000,0,176770,176774,176776,176778,176779,176789,176800,2025-09-04T14:00:59.415819,Extracted using real API endpoints
325,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"2,500",6 Business Days,$245.88,$245.88,0.09835,2500,0,176770,176774,176776,176778,176779,176790,176799,2025-09-04T14:00:59.816174,Extracted using real API endpoints
326,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"2,500",4 Business Days,$245.88,$245.88,0.09835,2500,0,176770,176774,176776,176778,176779,176790,176800,2025-09-04T14:01:00.563608,Extracted using real API endpoints
327,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"3,000",6 Business Days,$274.08,$274.08,0.09136,3000,0,176770,176774,176776,176778,176779,176791,176799,2025-09-04T14:01:00.970982,Extracted using real API endpoints
328,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"3,000",4 Business Days,$274.08,$274.08,0.09136,3000,0,176770,176774,176776,176778,176779,176791,176800,2025-09-04T14:01:01.381443,Extracted using real API endpoints
329,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"4,000",6 Business Days,$330.47,$330.47,0.08262,4000,0,176770,176774,176776,176778,176779,176792,176799,2025-09-04T14:01:01.790365,Extracted using real API endpoints
330,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"4,000",4 Business Days,$330.47,$330.47,0.08262,4000,0,176770,176774,176776,176778,176779,176792,176800,2025-09-04T14:01:02.249859,Extracted using real API endpoints
331,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"5,000",6 Business Days,$386.86,$386.86,0.07737,5000,0,176770,176774,176776,176778,176779,176793,176799,2025-09-04T14:01:02.657734,Extracted using real API endpoints
332,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"5,000",4 Business Days,$386.86,$386.86,0.07737,5000,0,176770,176774,176776,176778,176779,176793,176800,2025-09-04T14:01:03.076567,Extracted using real API endpoints
333,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"6,000",6 Business Days,$445.75,$445.75,0.07429,6000,0,176770,176774,176776,176778,176779,176794,176799,2025-09-04T14:01:03.490301,Extracted using real API endpoints
334,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"6,000",4 Business Days,$445.75,$445.75,0.07429,6000,0,176770,176774,176776,176778,176779,176794,176800,2025-09-04T14:01:03.910490,Extracted using real API endpoints
335,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"7,000",6 Business Days,$504.65,$504.65,0.07209,7000,0,176770,176774,176776,176778,176779,176795,176799,2025-09-04T14:01:04.327026,Extracted using real API endpoints
336,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"7,000",4 Business Days,$504.65,$504.65,0.07209,7000,0,176770,176774,176776,176778,176779,176795,176800,2025-09-04T14:01:04.805787,Extracted using real API endpoints
337,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"8,000",6 Business Days,$563.55,$563.55,0.07044,8000,0,176770,176774,176776,176778,176779,176796,176799,2025-09-04T14:01:05.239886,Extracted using real API endpoints
338,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"8,000",4 Business Days,$563.55,$563.55,0.07044,8000,0,176770,176774,176776,176778,176779,176796,176800,2025-09-04T14:01:05.727147,Extracted using real API endpoints
339,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"9,000",6 Business Days,$622.45,$622.45,0.06916,9000,0,176770,176774,176776,176778,176779,176797,176799,2025-09-04T14:01:06.138761,Extracted using real API endpoints
340,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"9,000",4 Business Days,$622.45,$622.45,0.06916,9000,0,176770,176774,176776,176778,176779,176797,176800,2025-09-04T14:01:06.548390,Extracted using real API endpoints
341,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"10,000",6 Business Days,$681.35,$681.35,0.06814,10000,0,176770,176774,176776,176778,176779,176798,176799,2025-09-04T14:01:07.056754,Extracted using real API endpoints
342,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front Only,Bottle Necker,With Scoring,"10,000",4 Business Days,$681.35,$681.35,0.06814,10000,0,176770,176774,176776,176778,176779,176798,176800,2025-09-04T14:01:07.513992,Extracted using real API endpoints
343,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front and Back,Bottle Necker,With Scoring,25,6 Business Days,$40.26,$40.26,1.61040,25,0,176770,176774,176777,176778,176779,176780,176799,2025-09-04T14:01:07.922664,Extracted using real API endpoints
344,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front and Back,Bottle Necker,With Scoring,25,4 Business Days,$40.26,$40.26,1.61040,25,0,176770,176774,176777,176778,176779,176780,176800,2025-09-04T14:01:08.393521,Extracted using real API endpoints
345,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front and Back,Bottle Necker,With Scoring,50,6 Business Days,$44.62,$44.62,0.89240,50,0,176770,176774,176777,176778,176779,176781,176799,2025-09-04T14:01:08.807745,Extracted using real API endpoints
346,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front and Back,Bottle Necker,With Scoring,50,4 Business Days,$44.62,$44.62,0.89240,50,0,176770,176774,176777,176778,176779,176781,176800,2025-09-04T14:01:09.211501,Extracted using real API endpoints
347,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front and Back,Bottle Necker,With Scoring,75,6 Business Days,$47.30,$47.30,0.63067,75,0,176770,176774,176777,176778,176779,176782,176799,2025-09-04T14:01:09.661752,Extracted using real API endpoints
348,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front and Back,Bottle Necker,With Scoring,75,4 Business Days,$47.30,$47.30,0.63067,75,0,176770,176774,176777,176778,176779,176782,176800,2025-09-04T14:01:10.162446,Extracted using real API endpoints
349,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front and Back,Bottle Necker,With Scoring,100,6 Business Days,$53.33,$53.33,0.53330,100,0,176770,176774,176777,176778,176779,176783,176799,2025-09-04T14:01:10.583851,Extracted using real API endpoints
350,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front and Back,Bottle Necker,With Scoring,100,4 Business Days,$53.33,$53.33,0.53330,100,0,176770,176774,176777,176778,176779,176783,176800,2025-09-04T14:01:10.988090,Extracted using real API endpoints
351,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front and Back,Bottle Necker,With Scoring,150,6 Business Days,$72.13,$72.13,0.48087,150,0,176770,176774,176777,176778,176779,176784,176799,2025-09-04T14:01:11.458990,Extracted using real API endpoints
352,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front and Back,Bottle Necker,With Scoring,150,4 Business Days,$72.13,$72.13,0.48087,150,0,176770,176774,176777,176778,176779,176784,176800,2025-09-04T14:01:11.871798,Extracted using real API endpoints
353,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front and Back,Bottle Necker,With Scoring,200,6 Business Days,$90.92,$90.92,0.45460,200,0,176770,176774,176777,176778,176779,176785,176799,2025-09-04T14:01:12.296232,Extracted using real API endpoints
354,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front and Back,Bottle Necker,With Scoring,200,4 Business Days,$90.92,$90.92,0.45460,200,0,176770,176774,176777,176778,176779,176785,176800,2025-09-04T14:01:12.716135,Extracted using real API endpoints
355,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front and Back,Bottle Necker,With Scoring,250,6 Business Days,$109.73,$109.73,0.43892,250,0,176770,176774,176777,176778,176779,176786,176799,2025-09-04T14:01:13.136588,Extracted using real API endpoints
356,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front and Back,Bottle Necker,With Scoring,250,4 Business Days,$109.73,$109.73,0.43892,250,0,176770,176774,176777,176778,176779,176786,176800,2025-09-04T14:01:13.547212,Extracted using real API endpoints
357,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front and Back,Bottle Necker,With Scoring,500,6 Business Days,$117.89,$117.89,0.23578,500,0,176770,176774,176777,176778,176779,176787,176799,2025-09-04T14:01:13.948059,Extracted using real API endpoints
358,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front and Back,Bottle Necker,With Scoring,500,4 Business Days,$117.89,$117.89,0.23578,500,0,176770,176774,176777,176778,176779,176787,176800,2025-09-04T14:01:14.351537,Extracted using real API endpoints
359,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front and Back,Bottle Necker,With Scoring,"1,000",6 Business Days,$127.50,$127.50,0.12750,1000,0,176770,176774,176777,176778,176779,176788,176799,2025-09-04T14:01:14.760795,Extracted using real API endpoints
360,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front and Back,Bottle Necker,With Scoring,"1,000",4 Business Days,$127.50,$127.50,0.12750,1000,0,176770,176774,176777,176778,176779,176788,176800,2025-09-04T14:01:15.170879,Extracted using real API endpoints
361,Bottle Neck Hang Tags,"2.125"" x 5""",16 pt. Cardstock Gloss,Front and Back,Bottle Necker,With Scoring,"2,000",6 Business Days,$206.43,$206.43,0.10322,2000,0,176770,176774,176777,176778,176779,176789,176799,2025-09-04T14:01:15.618871,Extracted using real API endpoints
