combination_id,product_name,Size,Paper Type,Printed Side,Envelopes,Quantity,Printing Time,price,total_price,unit_price,qty_pieces,turnaround_days,Size_id,Paper Type_id,Printed Side_id,Envelopes_id,Quantity_id,Printing Time_id,timestamp,notes
298,Flat Thank You Cards,"4.25"" x 5.5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,None,150,2 Business Days,$54.33,$54.33,0.36220,150,0,15623,19403,15628,15706,15638,15645,2025-09-02T17:42:19.871382,Extracted using real API endpoints
299,Flat Thank You Cards,"4.25"" x 5.5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,None,175,3 Business Days,$60.51,$60.51,0.34577,175,0,15623,19403,15628,15706,15639,15644,2025-09-02T17:42:20.275259,Extracted using real API endpoints
300,Flat Thank You Cards,"4.25"" x 5.5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,None,175,2 Business Days,$60.51,$60.51,0.34577,175,0,15623,19403,15628,15706,15639,15645,2025-09-02T17:42:20.677848,Extracted using real API endpoints
301,Flat Thank You Cards,"4.25"" x 5.5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,None,200,3 Business Days,$66.70,$66.70,0.33350,200,0,15623,19403,15628,15706,15640,15644,2025-09-02T17:42:21.083891,Extracted using real API endpoints
302,Flat Thank You Cards,"4.25"" x 5.5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,None,200,2 Business Days,$66.70,$66.70,0.33350,200,0,15623,19403,15628,15706,15640,15645,2025-09-02T17:42:21.483268,Extracted using real API endpoints
303,Flat Thank You Cards,"4.25"" x 5.5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,None,250,3 Business Days,$79.07,$79.07,0.31628,250,0,15623,19403,15628,15706,15641,15644,2025-09-02T17:42:21.886826,Extracted using real API endpoints
304,Flat Thank You Cards,"4.25"" x 5.5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,None,250,2 Business Days,$79.07,$79.07,0.31628,250,0,15623,19403,15628,15706,15641,15645,2025-09-02T17:42:22.294802,Extracted using real API endpoints
305,Flat Thank You Cards,"4.25"" x 5.5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,None,500,3 Business Days,$125.54,$125.54,0.25108,500,0,15623,19403,15628,15706,15642,15644,2025-09-02T17:42:22.689606,Extracted using real API endpoints
306,Flat Thank You Cards,"4.25"" x 5.5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,None,500,2 Business Days,$125.54,$125.54,0.25108,500,0,15623,19403,15628,15706,15642,15645,2025-09-02T17:42:23.084390,Extracted using real API endpoints
307,Flat Thank You Cards,"4.25"" x 5.5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,None,"1,000",3 Business Days,$164.68,$164.68,0.16468,1000,0,15623,19403,15628,15706,15643,15644,2025-09-02T17:42:23.481023,Extracted using real API endpoints
308,Flat Thank You Cards,"4.25"" x 5.5""","14 pt. High Gloss (UV) Front, Uncoated Back",Front and Back,None,"1,000",2 Business Days,$164.68,$164.68,0.16468,1000,0,15623,19403,15628,15706,15643,15645,2025-09-02T17:42:23.885132,Extracted using real API endpoints
309,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,25,3 Business Days,$19.57,$19.57,0.78280,25,0,15623,15625,15627,15706,15633,15644,2025-09-02T17:42:24.286453,Extracted using real API endpoints
310,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,25,2 Business Days,$19.57,$19.57,0.78280,25,0,15623,15625,15627,15706,15633,15645,2025-09-02T17:42:24.692657,Extracted using real API endpoints
311,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,50,3 Business Days,$24.80,$24.80,0.49600,50,0,15623,15625,15627,15706,15634,15644,2025-09-02T17:42:25.104044,Extracted using real API endpoints
312,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,50,2 Business Days,$24.80,$24.80,0.49600,50,0,15623,15625,15627,15706,15634,15645,2025-09-02T17:42:25.507425,Extracted using real API endpoints
313,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,75,3 Business Days,$29.08,$29.08,0.38773,75,0,15623,15625,15627,15706,15635,15644,2025-09-02T17:42:25.910024,Extracted using real API endpoints
314,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,75,2 Business Days,$29.08,$29.08,0.38773,75,0,15623,15625,15627,15706,15635,15645,2025-09-02T17:42:26.316826,Extracted using real API endpoints
315,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,100,3 Business Days,$33.35,$33.35,0.33350,100,0,15623,15625,15627,15706,15636,15644,2025-09-02T17:42:26.712784,Extracted using real API endpoints
316,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,100,2 Business Days,$33.35,$33.35,0.33350,100,0,15623,15625,15627,15706,15636,15645,2025-09-02T17:42:27.117712,Extracted using real API endpoints
317,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,125,3 Business Days,$37.62,$37.62,0.30096,125,0,15623,15625,15627,15706,15637,15644,2025-09-02T17:42:27.511675,Extracted using real API endpoints
318,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,125,2 Business Days,$37.62,$37.62,0.30096,125,0,15623,15625,15627,15706,15637,15645,2025-09-02T17:42:27.914532,Extracted using real API endpoints
319,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,150,3 Business Days,$41.90,$41.90,0.27933,150,0,15623,15625,15627,15706,15638,15644,2025-09-02T17:42:28.319650,Extracted using real API endpoints
320,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,150,2 Business Days,$41.90,$41.90,0.27933,150,0,15623,15625,15627,15706,15638,15645,2025-09-02T17:42:28.734803,Extracted using real API endpoints
321,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,175,3 Business Days,$46.17,$46.17,0.26383,175,0,15623,15625,15627,15706,15639,15644,2025-09-02T17:42:29.463858,Extracted using real API endpoints
322,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,175,2 Business Days,$46.17,$46.17,0.26383,175,0,15623,15625,15627,15706,15639,15645,2025-09-02T17:42:29.860736,Extracted using real API endpoints
323,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,200,3 Business Days,$50.45,$50.45,0.25225,200,0,15623,15625,15627,15706,15640,15644,2025-09-02T17:42:30.249606,Extracted using real API endpoints
324,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,200,2 Business Days,$50.45,$50.45,0.25225,200,0,15623,15625,15627,15706,15640,15645,2025-09-02T17:42:30.649491,Extracted using real API endpoints
325,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,250,3 Business Days,$58.99,$58.99,0.23596,250,0,15623,15625,15627,15706,15641,15644,2025-09-02T17:42:31.058003,Extracted using real API endpoints
326,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,250,2 Business Days,$58.99,$58.99,0.23596,250,0,15623,15625,15627,15706,15641,15645,2025-09-02T17:42:31.452559,Extracted using real API endpoints
327,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,500,3 Business Days,$101.73,$101.73,0.20346,500,0,15623,15625,15627,15706,15642,15644,2025-09-02T17:42:31.861034,Extracted using real API endpoints
328,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,500,2 Business Days,$101.73,$101.73,0.20346,500,0,15623,15625,15627,15706,15642,15645,2025-09-02T17:42:32.266484,Extracted using real API endpoints
329,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,"1,000",3 Business Days,$187.21,$187.21,0.18721,1000,0,15623,15625,15627,15706,15643,15644,2025-09-02T17:42:32.666430,Extracted using real API endpoints
330,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front Only,None,"1,000",2 Business Days,$187.21,$187.21,0.18721,1000,0,15623,15625,15627,15706,15643,15645,2025-09-02T17:42:33.071964,Extracted using real API endpoints
331,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,25,3 Business Days,$21.96,$21.96,0.87840,25,0,15623,15625,15628,15706,15633,15644,2025-09-02T17:42:33.471824,Extracted using real API endpoints
332,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,25,2 Business Days,$21.96,$21.96,0.87840,25,0,15623,15625,15628,15706,15633,15645,2025-09-02T17:42:33.869849,Extracted using real API endpoints
333,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,50,3 Business Days,$29.58,$29.58,0.59160,50,0,15623,15625,15628,15706,15634,15644,2025-09-02T17:42:34.285679,Extracted using real API endpoints
334,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,50,2 Business Days,$29.58,$29.58,0.59160,50,0,15623,15625,15628,15706,15634,15645,2025-09-02T17:42:34.685078,Extracted using real API endpoints
335,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,75,3 Business Days,$35.77,$35.77,0.47693,75,0,15623,15625,15628,15706,15635,15644,2025-09-02T17:42:35.091508,Extracted using real API endpoints
336,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,75,2 Business Days,$35.77,$35.77,0.47693,75,0,15623,15625,15628,15706,15635,15645,2025-09-02T17:42:35.488114,Extracted using real API endpoints
337,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,100,3 Business Days,$41.96,$41.96,0.41960,100,0,15623,15625,15628,15706,15636,15644,2025-09-02T17:42:35.886819,Extracted using real API endpoints
338,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,100,2 Business Days,$41.96,$41.96,0.41960,100,0,15623,15625,15628,15706,15636,15645,2025-09-02T17:42:36.293197,Extracted using real API endpoints
339,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,125,3 Business Days,$48.14,$48.14,0.38512,125,0,15623,15625,15628,15706,15637,15644,2025-09-02T17:42:36.689672,Extracted using real API endpoints
340,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,125,2 Business Days,$48.14,$48.14,0.38512,125,0,15623,15625,15628,15706,15637,15645,2025-09-02T17:42:37.090404,Extracted using real API endpoints
341,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,150,3 Business Days,$54.33,$54.33,0.36220,150,0,15623,15625,15628,15706,15638,15644,2025-09-02T17:42:37.487760,Extracted using real API endpoints
342,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,150,2 Business Days,$54.33,$54.33,0.36220,150,0,15623,15625,15628,15706,15638,15645,2025-09-02T17:42:37.892378,Extracted using real API endpoints
343,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,175,3 Business Days,$60.51,$60.51,0.34577,175,0,15623,15625,15628,15706,15639,15644,2025-09-02T17:42:38.287783,Extracted using real API endpoints
344,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,175,2 Business Days,$60.51,$60.51,0.34577,175,0,15623,15625,15628,15706,15639,15645,2025-09-02T17:42:38.694145,Extracted using real API endpoints
345,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,200,3 Business Days,$66.70,$66.70,0.33350,200,0,15623,15625,15628,15706,15640,15644,2025-09-02T17:42:39.083267,Extracted using real API endpoints
346,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,200,2 Business Days,$66.70,$66.70,0.33350,200,0,15623,15625,15628,15706,15640,15645,2025-09-02T17:42:39.480851,Extracted using real API endpoints
347,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,250,3 Business Days,$79.07,$79.07,0.31628,250,0,15623,15625,15628,15706,15641,15644,2025-09-02T17:42:39.873120,Extracted using real API endpoints
348,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,250,2 Business Days,$79.07,$79.07,0.31628,250,0,15623,15625,15628,15706,15641,15645,2025-09-02T17:42:40.285479,Extracted using real API endpoints
349,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,500,3 Business Days,$140.94,$140.94,0.28188,500,0,15623,15625,15628,15706,15642,15644,2025-09-02T17:42:40.686000,Extracted using real API endpoints
350,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,500,2 Business Days,$140.94,$140.94,0.28188,500,0,15623,15625,15628,15706,15642,15645,2025-09-02T17:42:41.080909,Extracted using real API endpoints
351,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,"1,000",3 Business Days,$264.66,$264.66,0.26466,1000,0,15623,15625,15628,15706,15643,15644,2025-09-02T17:42:41.823509,Extracted using real API endpoints
352,Flat Thank You Cards,"4.25"" x 5.5""",14 pt. Cardstock Uncoated,Front and Back,None,"1,000",2 Business Days,$264.66,$264.66,0.26466,1000,0,15623,15625,15628,15706,15643,15645,2025-09-02T17:42:42.217323,Extracted using real API endpoints
353,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,25,3 Business Days,$34.46,$34.46,1.37840,25,0,15623,15626,15627,15706,15633,15644,2025-09-02T17:42:42.627392,Extracted using real API endpoints
354,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,25,2 Business Days,$34.46,$34.46,1.37840,25,0,15623,15626,15627,15706,15633,15645,2025-09-02T17:42:43.024838,Extracted using real API endpoints
355,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,50,3 Business Days,$50.54,$50.54,1.01080,50,0,15623,15626,15627,15706,15634,15644,2025-09-02T17:42:43.429029,Extracted using real API endpoints
356,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,50,2 Business Days,$50.54,$50.54,1.01080,50,0,15623,15626,15627,15706,15634,15645,2025-09-02T17:42:43.826367,Extracted using real API endpoints
357,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,75,3 Business Days,$63.64,$63.64,0.84853,75,0,15623,15626,15627,15706,15635,15644,2025-09-02T17:42:44.230578,Extracted using real API endpoints
358,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,75,2 Business Days,$63.64,$63.64,0.84853,75,0,15623,15626,15627,15706,15635,15645,2025-09-02T17:42:44.642461,Extracted using real API endpoints
359,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,100,3 Business Days,$76.73,$76.73,0.76730,100,0,15623,15626,15627,15706,15636,15644,2025-09-02T17:42:45.042767,Extracted using real API endpoints
360,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,100,2 Business Days,$76.73,$76.73,0.76730,100,0,15623,15626,15627,15706,15636,15645,2025-09-02T17:42:45.459242,Extracted using real API endpoints
361,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,125,3 Business Days,$89.82,$89.82,0.71856,125,0,15623,15626,15627,15706,15637,15644,2025-09-02T17:42:45.867612,Extracted using real API endpoints
362,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,125,2 Business Days,$89.82,$89.82,0.71856,125,0,15623,15626,15627,15706,15637,15645,2025-09-02T17:42:46.258755,Extracted using real API endpoints
363,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,150,3 Business Days,$102.91,$102.91,0.68607,150,0,15623,15626,15627,15706,15638,15644,2025-09-02T17:42:46.656619,Extracted using real API endpoints
364,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,150,2 Business Days,$102.91,$102.91,0.68607,150,0,15623,15626,15627,15706,15638,15645,2025-09-02T17:42:47.063650,Extracted using real API endpoints
365,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,175,3 Business Days,$116.01,$116.01,0.66291,175,0,15623,15626,15627,15706,15639,15644,2025-09-02T17:42:47.468630,Extracted using real API endpoints
366,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,175,2 Business Days,$116.01,$116.01,0.66291,175,0,15623,15626,15627,15706,15639,15645,2025-09-02T17:42:47.866718,Extracted using real API endpoints
367,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,200,3 Business Days,$129.10,$129.10,0.64550,200,0,15623,15626,15627,15706,15640,15644,2025-09-02T17:42:48.265015,Extracted using real API endpoints
368,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,200,2 Business Days,$129.10,$129.10,0.64550,200,0,15623,15626,15627,15706,15640,15645,2025-09-02T17:42:48.678442,Extracted using real API endpoints
369,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,250,3 Business Days,$136.96,$136.96,0.54784,250,0,15623,15626,15627,15706,15641,15644,2025-09-02T17:42:49.080684,Extracted using real API endpoints
370,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,250,2 Business Days,$136.96,$136.96,0.54784,250,0,15623,15626,15627,15706,15641,15645,2025-09-02T17:42:49.486619,Extracted using real API endpoints
371,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,500,3 Business Days,$164.31,$164.31,0.32862,500,0,15623,15626,15627,15706,15642,15644,2025-09-02T17:42:49.879566,Extracted using real API endpoints
372,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,500,2 Business Days,$164.31,$164.31,0.32862,500,0,15623,15626,15627,15706,15642,15645,2025-09-02T17:42:50.275518,Extracted using real API endpoints
373,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,"1,000",3 Business Days,$203.06,$203.06,0.20306,1000,0,15623,15626,15627,15706,15643,15644,2025-09-02T17:42:50.673564,Extracted using real API endpoints
374,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front Only,None,"1,000",2 Business Days,$203.06,$203.06,0.20306,1000,0,15623,15626,15627,15706,15643,15645,2025-09-02T17:42:51.075314,Extracted using real API endpoints
375,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,25,3 Business Days,$41.93,$41.93,1.67720,25,0,15623,15626,15628,15706,15633,15644,2025-09-02T17:42:51.477296,Extracted using real API endpoints
376,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,25,2 Business Days,$41.93,$41.93,1.67720,25,0,15623,15626,15628,15706,15633,15645,2025-09-02T17:42:51.875337,Extracted using real API endpoints
377,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,50,3 Business Days,$65.48,$65.48,1.30960,50,0,15623,15626,15628,15706,15634,15644,2025-09-02T17:42:52.272440,Extracted using real API endpoints
378,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,50,2 Business Days,$65.48,$65.48,1.30960,50,0,15623,15626,15628,15706,15634,15645,2025-09-02T17:42:52.670629,Extracted using real API endpoints
379,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,75,3 Business Days,$84.55,$84.55,1.12733,75,0,15623,15626,15628,15706,15635,15644,2025-09-02T17:42:53.076760,Extracted using real API endpoints
380,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,75,2 Business Days,$84.55,$84.55,1.12733,75,0,15623,15626,15628,15706,15635,15645,2025-09-02T17:42:53.482451,Extracted using real API endpoints
381,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,100,3 Business Days,$103.62,$103.62,1.03620,100,0,15623,15626,15628,15706,15636,15644,2025-09-02T17:42:53.887620,Extracted using real API endpoints
382,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,100,2 Business Days,$103.62,$103.62,1.03620,100,0,15623,15626,15628,15706,15636,15645,2025-09-02T17:42:54.284904,Extracted using real API endpoints
383,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,125,3 Business Days,$122.69,$122.69,0.98152,125,0,15623,15626,15628,15706,15637,15644,2025-09-02T17:42:54.676593,Extracted using real API endpoints
384,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,125,2 Business Days,$122.69,$122.69,0.98152,125,0,15623,15626,15628,15706,15637,15645,2025-09-02T17:42:55.084716,Extracted using real API endpoints
385,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,150,3 Business Days,$141.76,$141.76,0.94507,150,0,15623,15626,15628,15706,15638,15644,2025-09-02T17:42:55.480341,Extracted using real API endpoints
386,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,150,2 Business Days,$141.76,$141.76,0.94507,150,0,15623,15626,15628,15706,15638,15645,2025-09-02T17:42:55.882912,Extracted using real API endpoints
387,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,175,3 Business Days,$160.83,$160.83,0.91903,175,0,15623,15626,15628,15706,15639,15644,2025-09-02T17:42:56.282873,Extracted using real API endpoints
388,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,175,2 Business Days,$160.83,$160.83,0.91903,175,0,15623,15626,15628,15706,15639,15645,2025-09-02T17:42:56.676414,Extracted using real API endpoints
389,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,200,3 Business Days,$179.90,$179.90,0.89950,200,0,15623,15626,15628,15706,15640,15644,2025-09-02T17:42:57.072695,Extracted using real API endpoints
390,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,200,2 Business Days,$179.90,$179.90,0.89950,200,0,15623,15626,15628,15706,15640,15645,2025-09-02T17:42:57.477740,Extracted using real API endpoints
391,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,250,3 Business Days,$190.54,$190.54,0.76216,250,0,15623,15626,15628,15706,15641,15644,2025-09-02T17:42:57.870441,Extracted using real API endpoints
392,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,250,2 Business Days,$190.54,$190.54,0.76216,250,0,15623,15626,15628,15706,15641,15645,2025-09-02T17:42:58.276926,Extracted using real API endpoints
393,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,500,3 Business Days,$225.86,$225.86,0.45172,500,0,15623,15626,15628,15706,15642,15644,2025-09-02T17:42:58.667386,Extracted using real API endpoints
394,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,500,2 Business Days,$225.86,$225.86,0.45172,500,0,15623,15626,15628,15706,15642,15645,2025-09-02T17:42:59.076277,Extracted using real API endpoints
395,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,"1,000",3 Business Days,$272.58,$272.58,0.27258,1000,0,15623,15626,15628,15706,15643,15644,2025-09-02T17:42:59.479127,Extracted using real API endpoints
396,Flat Thank You Cards,"4.25"" x 5.5""",17 pt. Cardstock Uncoated,Front and Back,None,"1,000",2 Business Days,$272.58,$272.58,0.27258,1000,0,15623,15626,15628,15706,15643,15645,2025-09-02T17:42:59.880012,Extracted using real API endpoints
397,Flat Thank You Cards,"4.5"" x 6.25""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,None,25,3 Business Days,$23.90,$23.90,0.95600,25,0,19129,19403,15627,15706,15633,15644,2025-09-02T17:43:00.288722,Extracted using real API endpoints
398,Flat Thank You Cards,"4.5"" x 6.25""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,None,25,2 Business Days,$23.90,$23.90,0.95600,25,0,19129,19403,15627,15706,15633,15645,2025-09-02T17:43:00.689338,Extracted using real API endpoints
399,Flat Thank You Cards,"4.5"" x 6.25""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,None,50,3 Business Days,$35.04,$35.04,0.70080,50,0,19129,19403,15627,15706,15634,15644,2025-09-02T17:43:01.086502,Extracted using real API endpoints
400,Flat Thank You Cards,"4.5"" x 6.25""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,None,50,2 Business Days,$35.04,$35.04,0.70080,50,0,19129,19403,15627,15706,15634,15645,2025-09-02T17:43:01.486575,Extracted using real API endpoints
401,Flat Thank You Cards,"4.5"" x 6.25""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,None,75,3 Business Days,$44.77,$44.77,0.59693,75,0,19129,19403,15627,15706,15635,15644,2025-09-02T17:43:01.883468,Extracted using real API endpoints
402,Flat Thank You Cards,"4.5"" x 6.25""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,None,75,2 Business Days,$44.77,$44.77,0.59693,75,0,19129,19403,15627,15706,15635,15645,2025-09-02T17:43:02.286874,Extracted using real API endpoints
403,Flat Thank You Cards,"4.5"" x 6.25""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,None,100,3 Business Days,$53.31,$53.31,0.53310,100,0,19129,19403,15627,15706,15636,15644,2025-09-02T17:43:02.691323,Extracted using real API endpoints
404,Flat Thank You Cards,"4.5"" x 6.25""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,None,100,2 Business Days,$53.31,$53.31,0.53310,100,0,19129,19403,15627,15706,15636,15645,2025-09-02T17:43:03.100907,Extracted using real API endpoints
405,Flat Thank You Cards,"4.5"" x 6.25""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,None,125,3 Business Days,$61.86,$61.86,0.49488,125,0,19129,19403,15627,15706,15637,15644,2025-09-02T17:43:03.487616,Extracted using real API endpoints
406,Flat Thank You Cards,"4.5"" x 6.25""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,None,125,2 Business Days,$61.86,$61.86,0.49488,125,0,19129,19403,15627,15706,15637,15645,2025-09-02T17:43:03.878440,Extracted using real API endpoints
407,Flat Thank You Cards,"4.5"" x 6.25""","14 pt. High Gloss (UV) Front, Uncoated Back",Front Only,None,150,3 Business Days,$70.41,$70.41,0.46940,150,0,19129,19403,15627,15706,15638,15644,2025-09-02T17:43:04.293354,Extracted using real API endpoints
